Yield_CT,Yield_NT,Yield_change,NT_effect,Latitude,Longitude,Crop,Years_NT,Crop_rotation_CT,Crop_rotation_NT,Soil_cover_CT,Soil_cover_NT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin,ST
2132,1919,-0.0999,No,45.37,-75.72,wheat.spring,20,1,1,NA,NA,1,1,404.3000031,358.5875094,45.712,17.02500033,25.05208465,6.344274213,Clay loam
2985,2594,-0.131,No,45.37,-75.72,wheat.spring,21,1,1,NA,NA,1,1,358.1000023,395.698246,-37.598,18.92499971,28.0173458,9.083638837,Clay loam
1848,2061,0.1153,Yes,45.37,-75.72,wheat.spring,22,1,1,NA,NA,1,1,318.7999992,388.6339109,-69.834,18.85000014,27.28399461,8.089126587,Clay loam
3802,3340,-0.1215,No,45.37,-75.72,wheat.spring,23,1,1,NA,NA,1,1,221,423.6918213,-202.692,19.45000029,29.5631517,7.416781026,Clay loam
3678,3553,-0.034,No,45.37,-75.72,wheat.spring,24,1,1,NA,NA,1,1,358.9000015,388.2624807,-29.362,18.0999999,27.06916858,6.992688087,Clay loam
2185,1546,-0.2924,No,45.37,-75.72,wheat.spring,25,1,1,NA,NA,1,1,437.3000031,373.7275272,63.572,17.92500019,25.28543583,7.383103401,Clay loam
3553,3571,0.0051,Yes,45.37,-75.72,wheat.spring,11,1,1,NA,NA,1,1,423.9999924,357.7056422,66.294,16.94999981,24.43928774,7.507235619,Clay loam
6503,6023,-0.0738,No,45.37,-75.72,wheat.spring,12,1,1,NA,NA,1,1,253.6999931,391.5445489,-137.845,18.75,28.28292748,8.792523784,Clay loam
4104,3198,-0.2208,No,45.37,-75.72,wheat.spring,13,1,1,NA,NA,1,1,377.8999863,398.3515041,-20.452,17.55000019,27.46193769,5.065074798,Clay loam
2736,2896,0.0585,Yes,45.37,-75.72,wheat.spring,14,1,1,NA,NA,1,1,366.4000015,393.3758242,-26.976,18.12499976,26.23229587,7.394084315,Clay loam
3553,3536,-0.0048,No,45.37,-75.72,wheat.spring,15,1,1,NA,NA,1,1,318.9999924,373.2172506,-54.217,17.2249999,25.85471861,6.487088603,Clay loam
1102,1190,0.0799,Yes,45.37,-75.72,wheat.spring,16,1,1,NA,NA,1,1,313.1000061,412.8973724,-99.797,18.87500024,27.47704487,5.370266822,Clay loam
5863,5348,-0.0878,No,45.37,-75.72,wheat.spring,17,1,1,NA,NA,1,1,400.5,387.3700328,13.13,18.50000048,27.61563996,8.785931003,Clay loam
4228,4655,0.101,Yes,45.37,-75.72,wheat.spring,18,1,1,NA,NA,1,1,338.4000015,407.8363656,-69.436,17.85000014,25.75909424,6.652300435,Clay loam
2487,2096,-0.1572,No,45.37,-75.72,wheat.spring,19,1,1,NA,NA,1,1,360.8000031,377.4359932,-16.636,17.39999986,25.35930215,5.509025328,Clay loam
1883,1990,0.0568,Yes,45.37,-75.72,wheat.spring,20,1,1,NA,NA,1,1,404.3000031,358.5875094,45.712,17.02500033,25.05208465,6.344274213,Clay loam
3056,2843,-0.0697,No,45.37,-75.72,wheat.spring,21,1,1,NA,NA,1,1,358.1000023,395.698246,-37.598,18.92499971,28.0173458,9.083638837,Clay loam
2150,1930,-0.1023,No,45.37,-75.72,wheat.spring,22,1,1,NA,NA,1,1,318.7999992,388.6339109,-69.834,18.85000014,27.28399461,8.089126587,Clay loam
3784,3536,-0.0655,No,45.37,-75.72,wheat.spring,23,1,1,NA,NA,1,1,221,423.6918213,-202.692,19.45000029,29.5631517,7.416781026,Clay loam
4069,3695,-0.0919,No,45.37,-75.72,wheat.spring,24,1,1,NA,NA,1,1,358.9000015,388.2624807,-29.362,18.0999999,27.06916858,6.992688087,Clay loam
2878,1528,-0.4691,No,45.37,-75.72,wheat.spring,25,1,1,NA,NA,1,1,437.3000031,373.7275272,63.572,17.92500019,25.28543583,7.383103401,Clay loam
12370,11160,-0.0978,No,40.65,-104.98,maize,4,0,0,0,1,1,1,267.2,553.256,-286.056,13.92857,31.38396,-4.81392,Loam
6570,5460,-0.1689,No,40.65,-104.98,maize,4,0,0,0,1,1,1,267.2,553.256,-286.056,13.92857,31.38396,-4.81392,Loam
12550,9520,-0.2414,No,40.65,-104.98,maize,4,0,0,0,1,1,1,267.2,553.256,-286.056,13.92857,31.38396,-4.81392,Loam
10850,9890,-0.0885,No,40.65,-104.98,maize,5,0,0,0,1,1,1,223,576.644,-353.644,14.8,31.98261,-5.42037,Loam
11670,10630,-0.0891,No,40.65,-104.98,maize,5,0,0,0,1,1,1,223,576.644,-353.644,14.8,31.98261,-5.42037,Loam
6990,4690,-0.329,No,40.65,-104.98,maize,5,0,0,0,1,1,1,223,576.644,-353.644,14.8,31.98261,-5.42037,Loam
12440,11390,-0.0844,No,40.65,-104.98,maize,6,0,0,0,1,1,1,445.4,552.736,-107.336,13.85714,27.27658,-4.86435,Loam
11310,9030,-0.2016,No,40.65,-104.98,maize,6,0,0,0,1,1,1,445.4,552.736,-107.336,13.85714,27.27658,-4.86435,Loam
6920,4220,-0.3902,No,40.65,-104.98,maize,6,0,0,0,1,1,1,445.4,552.736,-107.336,13.85714,27.27658,-4.86435,Loam
2050,2030,-0.0098,No,33.53,-7.57,wheat.winter,2,0,0,0,1,1,1,446.8,616.363,-169.563,19.21429,25.92364,8.61214,Clay loam
4360,4150,-0.0482,No,33.53,-7.57,wheat.winter,1,0,0,0,1,1,1,507.8,612.373,-104.573,18.88571,28.29289,6.7661,Clay loam
6270,6880,0.0973,Yes,33.53,-7.57,wheat.winter,2,0,0,0,1,1,1,446.8,616.363,-169.563,19.21429,25.92364,8.61214,Clay loam
12730,12510,-0.0173,No,33.53,-7.57,wheat.winter,1,0,0,0,1,1,1,507.8,612.373,-104.573,18.88571,28.29289,6.7661,Clay loam
3350,3130,-0.0657,No,-32.78,27.83,wheat.winter,2,0,0,0,1,1,1,271.5,280.812,-9.312,16,23.4875,10.31681,Loam
3180,3330,0.0472,Yes,-32.78,27.83,wheat.winter,2,0,0,0,1,1,1,271.5,280.812,-9.312,16,23.4875,10.31681,Loam
2790,2940,0.0538,Yes,-32.78,27.83,wheat.winter,3,0,0,0,1,1,1,132,259.243,-127.243,15.8,23.33182,7.76693,Loam
3030,3130,0.033,Yes,-32.78,27.83,wheat.winter,3,0,0,0,1,1,1,132,259.243,-127.243,15.8,23.33182,7.76693,Loam
3150,3290,0.0444,Yes,-32.78,27.83,wheat.winter,5,0,0,0,1,1,1,192.7,261.44,-68.74,16.52857,23.39334,9.24638,Loam
3300,3470,0.0515,Yes,-32.78,27.83,wheat.winter,5,0,0,0,1,1,1,192.7,261.44,-68.74,16.52857,23.39334,9.24638,Loam
5730,5015,-0.1248,No,43.3,-89.35,maize,10,0,0,0,1,1,1,720.8,421.178,299.622,16.55,27.59575,2.14545,Loam
4956,3465,-0.3008,No,43.3,-89.35,maize,10,0,0,0,1,1,1,720.8,421.178,299.622,16.55,27.59575,2.14545,Loam
6494,4180,-0.3563,No,43.3,-89.35,maize,10,0,0,0,1,1,1,720.8,421.178,299.622,16.55,27.59575,2.14545,Loam
10044,11074,0.1025,Yes,43.3,-89.35,maize,11,0,0,0,1,1,1,554.3,479.931,74.369,17.71667,28.13424,5.21823,Loam
8631,8213,-0.0484,No,43.3,-89.35,maize,11,0,0,0,1,1,1,554.3,479.931,74.369,17.71667,28.13424,5.21823,Loam
10953,10181,-0.0705,No,43.3,-89.35,maize,11,0,0,0,1,1,1,554.3,479.931,74.369,17.71667,28.13424,5.21823,Loam
11052,9295,-0.159,No,43.3,-89.35,maize,11,0,0,0,1,1,1,554.3,479.931,74.369,17.71667,28.13424,5.21823,Loam
9683,8078,-0.1658,No,43.3,-89.35,maize,11,0,0,0,1,1,1,554.3,479.931,74.369,17.71667,28.13424,5.21823,Loam
9716,8008,-0.1758,No,43.3,-89.35,maize,11,0,0,0,1,1,1,554.3,479.931,74.369,17.71667,28.13424,5.21823,Loam
6420,4658,-0.2745,No,43.3,-89.35,maize,12,0,0,0,1,1,1,522,479.785,42.215,18.35,30.04979,3.83426,Loam
7059,3903,-0.4471,No,43.3,-89.35,maize,12,0,0,0,1,1,1,522,479.785,42.215,18.35,30.04979,3.83426,Loam
7262,3058,-0.5789,No,43.3,-89.35,maize,12,0,0,0,1,1,1,522,479.785,42.215,18.35,30.04979,3.83426,Loam
1677,1805,0.0763,Yes,43.3,-89.35,soybean,10,0,0,0,1,1,1,609.5,341.823,267.677,16.82,27.59575,2.14545,Loam
1934,1909,-0.0129,No,43.3,-89.35,soybean,10,0,0,0,1,1,1,609.5,341.823,267.677,16.82,27.59575,2.14545,Loam
1979,1805,-0.0879,No,43.3,-89.35,soybean,10,0,0,0,1,1,1,609.5,341.823,267.677,16.82,27.59575,2.14545,Loam
2036,2297,0.1282,Yes,43.3,-89.35,soybean,12,0,0,0,1,1,1,409,401.186,7.814,19.16,30.04979,3.83426,Loam
2028,1582,-0.2199,No,43.3,-89.35,soybean,12,0,0,0,1,1,1,409,401.186,7.814,19.16,30.04979,3.83426,Loam
2987,2088,-0.301,No,43.3,-89.35,soybean,12,0,0,0,1,1,1,409,401.186,7.814,19.16,30.04979,3.83426,Loam
2878,2847,-0.0108,No,-17.72,31.65,maize,3,0,0,0,1,1,1,656.6,634.372,22.228,21.71667,25.62066,8.03995,Sandy clay loam
3565,4115,0.1543,Yes,-17.72,31.65,maize,3,0,0,0,1,1,1,656.6,634.372,22.228,21.71667,25.62066,8.03995,Sandy clay loam
2878,2280,-0.2078,No,-17.72,31.65,maize,3,0,0,0,1,1,1,656.6,634.372,22.228,21.71667,25.62066,8.03995,Sandy clay loam
3565,4820,0.352,Yes,-17.72,31.65,maize,3,0,0,0,1,1,1,656.6,634.372,22.228,21.71667,25.62066,8.03995,Sandy clay loam
2878,2394,-0.1682,No,-17.72,31.65,maize,3,0,0,0,1,1,1,656.6,634.372,22.228,21.71667,25.62066,8.03995,Sandy clay loam
3565,4481,0.2569,Yes,-17.72,31.65,maize,3,0,0,0,1,1,1,656.6,634.372,22.228,21.71667,25.62066,8.03995,Sandy clay loam
6756,7535,0.1153,Yes,25.62,85.22,maize,5,1,1,1,1,1,1,537.7,425.72,111.98,30.15,35.38459,25.78238,Loam
6669,7343,0.1011,Yes,25.62,85.22,maize,6,1,1,1,1,1,1,398.7,440.559,-41.859,30.45,38.5614,25.08008,Loam
4486,4875,0.0867,Yes,25.62,85.22,rice,6,1,1,1,1,1,1,153.4,456.665,-303.265,27.34,33.7701,13.39191,Loam
4194,4612,0.0997,Yes,25.62,85.22,rice,7,1,1,1,1,1,1,621.5,463.801,157.699,28.18,35.25414,16.45587,Loam
4676,5625,0.203,Yes,25.62,85.22,wheat.winter,6,1,1,1,1,1,1,69.8,495.965,-426.165,27.9,36.03016,9.53971,Loam
2768,438,-0.8418,No,25.67,78.47,sorghum,1,0,0,0,1,0,0,714.2,365.076,349.124,28.55,32.80104,20.99182,Sandy clay loam
2412,310,-0.8715,No,25.67,78.47,sorghum,1,0,0,0,0,0,0,714.2,365.076,349.124,28.55,32.80104,20.99182,Sandy clay loam
2508,357,-0.8577,No,25.67,78.47,sorghum,2,0,0,0,1,0,0,959,345.12,613.88,27.875,33.08575,19.79373,Sandy clay loam
1994,81,-0.9594,No,25.67,78.47,sorghum,2,0,0,0,0,0,0,959,345.12,613.88,27.875,33.08575,19.79373,Sandy clay loam
1778,444,-0.7503,No,25.67,78.47,sorghum,3,0,0,0,1,0,0,548.1,350.607,197.493,28.675,36.01158,19.66146,Sandy clay loam
2457,183,-0.9255,No,25.67,78.47,sorghum,3,0,0,0,0,0,0,548.1,350.607,197.493,28.675,36.01158,19.66146,Sandy clay loam
2493,437,-0.8247,No,25.67,78.47,sorghum,4,0,0,0,1,0,0,599.3,345.629,253.671,28.55,36.06364,20.1673,Sandy clay loam
2148,102,-0.9525,No,25.67,78.47,sorghum,4,0,0,0,0,0,0,599.3,345.629,253.671,28.55,36.06364,20.1673,Sandy clay loam
3780,3410,-0.0979,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
4530,3800,-0.1611,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
3790,3320,-0.124,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
3860,2910,-0.2461,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
3610,3550,-0.0166,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
4370,2450,-0.4394,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
3840,3520,-0.0833,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
3440,2230,-0.3517,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
3190,2910,-0.0878,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
2750,2070,-0.2473,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
4310,4180,-0.0302,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
7550,5370,-0.2887,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
4730,4210,-0.1099,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
6840,3680,-0.462,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
4630,3920,-0.1533,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
5320,3830,-0.2801,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
4600,4210,-0.0848,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
3650,4330,0.1863,Yes,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
3650,3510,-0.0384,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
4340,3690,-0.1498,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam
2500,2400,-0.04,No,8.18,38.85,maize,1,0,0,0,0,1,1,409.5,807.755,-398.255,19.6125,28.52661,11.30607,Clay loam
1800,1500,-0.1667,No,8.18,38.85,maize,2,0,0,0,1,1,1,728.9,847.388,-118.488,20.0875,27.92987,13.61402,Clay loam
1800,1700,-0.0556,No,8.18,38.85,maize,1,0,0,0,0,1,1,409.5,807.755,-398.255,19.6125,28.52661,11.30607,Clay loam
2100,700,-0.6667,No,8.18,38.85,maize,2,0,0,0,1,1,1,728.9,847.388,-118.488,20.0875,27.92987,13.61402,Clay loam
4500,3900,-0.1333,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay
2400,2200,-0.0833,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
3300,1800,-0.4545,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay
1700,600,-0.6471,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
4500,3900,-0.1333,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay
2500,2400,-0.04,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
2340,1000,-0.5726,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay
500,100,-0.8,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
500,400,-0.2,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
3700,3900,0.0541,Yes,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay
200,100,-0.5,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
2400,1300,-0.4583,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay
700,600,-0.1429,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
4000,3900,-0.025,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay
400,200,-0.5,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
1500,400,-0.7333,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay
10900,9300,-0.1468,No,8.18,38.85,maize,1,0,0,0,0,1,1,409.5,807.755,-398.255,19.6125,28.52661,11.30607,Clay loam
8300,7600,-0.0843,No,8.18,38.85,maize,2,0,0,0,1,1,1,728.9,847.388,-118.488,20.0875,27.92987,13.61402,Clay loam
8200,7600,-0.0732,No,8.18,38.85,maize,1,0,0,0,0,1,1,409.5,807.755,-398.255,19.6125,28.52661,11.30607,Clay loam
8700,5000,-0.4253,No,8.18,38.85,maize,2,0,0,0,1,1,1,728.9,847.388,-118.488,20.0875,27.92987,13.61402,Clay loam
9200,7000,-0.2391,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay
3800,3600,-0.0526,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
4900,3800,-0.2245,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay
2800,1500,-0.4643,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
8100,7000,-0.1358,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay
4300,4400,0.0233,Yes,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
4400,2000,-0.5455,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay
1800,900,-0.5,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
2200,2200,0,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
13600,14100,0.0368,Yes,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay
3900,3700,-0.0513,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
10000,7600,-0.24,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay
6400,5400,-0.1563,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
13100,12000,-0.084,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay
3900,2800,-0.2821,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay
8400,4400,-0.4762,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay
3076,2831,-0.0796,No,56.46,-3.08,barley.spring,2,0,0,0,0,0,0,258.9,271.576,-12.676,9.78,19.02476,2.30742,Loam
3286,3105,-0.0551,No,56.46,-3.08,barley.spring,3,0,0,0,0,0,0,269.4,268.575,0.825,9.62,20.3144,3.89681,Loam
2398,2683,0.1188,Yes,56.46,-3.08,barley.spring,4,0,0,0,0,0,0,247.7,292.79,-45.09,9.42,22.10652,1.05155,Loam
3246,2647,-0.1845,No,56.46,-3.08,barley.spring,5,0,0,0,0,0,0,354.4,264.415,89.985,9.62,18.64914,3.28381,Loam
3527,2449,-0.3056,No,56.46,-3.08,barley.spring,6,0,0,0,0,0,0,294.1,277.426,16.674,9.22,19.05522,1.52606,Loam
5328,5379,0.0096,Yes,-14.49,35.25,maize,3,0,0,0,1,1,1,724.3,1020.887,-296.587,30.075,31.11509,17.37379,Clay loam
5766,5595,-0.0297,No,-14.49,35.25,maize,3,0,0,0,1,1,1,724.3,1020.887,-296.587,30.075,31.11509,17.37379,Clay loam
4758,4350,-0.0858,No,-14.49,35.25,maize,3,0,0,0,1,1,1,724.3,1020.887,-296.587,30.075,31.11509,17.37379,Clay loam
3109,1700,-0.4532,No,-11.9,33.59,maize,1,0,0,NA,NA,1,1,819.9,744.022,75.878,21.8,28.8382,13.03049,Sandy clay loam
2413,2113,-0.1243,No,-11.9,33.59,maize,1,0,0,NA,NA,1,1,819.9,744.022,75.878,21.8,28.8382,13.03049,Sandy clay loam
2796,2035,-0.2722,No,-11.9,33.59,maize,2,0,0,0,1,1,1,958.4,738.978,219.422,24.01429,27.28121,11.99453,Sandy clay loam
3214,2285,-0.289,No,-11.9,33.59,maize,2,0,0,0,1,1,1,958.4,738.978,219.422,24.01429,27.28121,11.99453,Sandy clay loam
2804,4578,0.6327,Yes,-11.9,33.59,maize,2,0,0,0,1,1,1,958.4,738.978,219.422,24.01429,27.28121,11.99453,Sandy clay loam
5258,4856,-0.0765,No,-11.9,33.59,maize,3,0,0,0,1,1,1,973.5,728.527,244.973,24.8,28.01236,13.10176,Sandy clay loam
4005,4790,0.196,Yes,-11.9,33.59,maize,3,0,0,0,1,1,1,973.5,728.527,244.973,24.8,28.01236,13.10176,Sandy clay loam
4310,5960,0.3828,Yes,-11.9,33.59,maize,3,0,0,0,1,1,1,973.5,728.527,244.973,24.8,28.01236,13.10176,Sandy clay loam
3448,8442,1.4484,Yes,-13.78,34.46,maize,3,0,0,0,1,1,1,688.3,955.441,-267.141,21.925,26.1478,13.98877,Clay loam
5001,7164,0.4325,Yes,-13.78,34.46,maize,3,0,0,0,1,1,1,688.3,955.441,-267.141,21.925,26.1478,13.98877,Clay loam
3891,6339,0.6291,Yes,-13.78,34.46,maize,3,0,0,0,1,1,1,688.3,955.441,-267.141,21.925,26.1478,13.98877,Clay loam
4185,4621,0.1042,Yes,-14.93,34.88,maize,1,1,1,0,1,1,1,991.1000009,905.3112985,85.789,26.98750019,28.99885215,15.60156742,Sandy clay loam
2831,4473,0.58,Yes,-14.93,34.88,maize,2,1,1,0,1,1,1,1003.199975,893.3684179,109.832,27.95000005,27.56810303,15.84720735,Sandy clay loam
3522,5624,0.5968,Yes,-14.93,34.88,maize,3,1,1,0,1,1,1,861.9000053,929.3934267,-67.493,28.9749999,28.98434041,16.10986427,Sandy clay loam
2881,4677,0.6234,Yes,-14.97,34.73,maize,1,1,1,0,1,1,1,961.1999922,630.7558451,330.444,24.81666692,25.05818422,15.08641692,Sandy loam
3820,5222,0.367,Yes,-14.97,34.73,maize,2,1,1,0,1,1,1,921.6999931,642.9647165,278.735,26.25,26.41750016,15.21808649,Sandy loam
3415,4504,0.3189,Yes,-14.97,34.73,maize,3,1,1,0,1,1,1,814.1000233,659.9085916,154.191,26.76666641,25.03714285,15.51644405,Sandy loam
2903,2911,0.0028,Yes,-14.93,34.88,maize,1,1,1,0,1,1,1,991.1000009,905.3112985,85.789,26.98750019,28.99885215,15.60156742,Sandy clay loam
1787,3098,0.7336,Yes,-14.93,34.88,maize,2,1,1,0,1,1,1,1003.199975,893.3684179,109.832,27.95000005,27.56810303,15.84720735,Sandy clay loam
2550,4072,0.5969,Yes,-14.93,34.88,maize,3,1,1,0,1,1,1,861.9000053,929.3934267,-67.493,28.9749999,28.98434041,16.10986427,Sandy clay loam
2418,4331,0.7911,Yes,-14.97,34.73,maize,1,1,1,0,1,1,1,961.1999922,630.7558451,330.444,24.81666692,25.05818422,15.08641692,Sandy loam
2665,4560,0.7111,Yes,-14.97,34.73,maize,2,1,1,0,1,1,1,921.6999931,642.9647165,278.735,26.25,26.41750016,15.21808649,Sandy loam
2482,3280,0.3215,Yes,-14.97,34.73,maize,3,1,1,0,1,1,1,814.1000233,659.9085916,154.191,26.76666641,25.03714285,15.51644405,Sandy loam
2540,3810,0.5,Yes,40.15,-103.15,wheat.winter,3,1,1,NA,NA,1,1,355.7,608.436,-252.736,8.53636,29.84061,-11.74617,Loam
1385,1585,0.1444,Yes,40.15,-103.15,wheat.winter,4,1,1,NA,NA,1,1,367.3,634.618,-267.318,9.95455,31.06044,-8.83371,Loam
2255,2720,0.2062,Yes,40.15,-103.15,wheat.winter,5,1,1,NA,NA,1,1,568.4,621.364,-52.964,10.16364,30.24864,-7.21116,Loam
1840,3530,0.9185,Yes,40.15,-103.15,wheat.winter,6,1,1,NA,NA,1,1,486.6,647.94,-161.339,10.22727,29.22616,-11.65825,Loam
2140,3445,0.6098,Yes,40.15,-103.15,wheat.winter,7,1,1,NA,NA,1,1,456,638.728,-182.728,9.88182,31.15953,-9.91188,Loam
1645,1990,0.2097,Yes,40.15,-103.15,wheat.winter,8,1,1,NA,NA,1,1,419.7,646.077,-226.377,10.3,29.86537,-7.93096,Loam
2355,3125,0.327,Yes,40.15,-103.15,wheat.winter,9,1,1,NA,NA,1,1,509.3,653.766,-144.466,11.20909,31.38359,-10.10253,Loam
1480,2160,0.4595,Yes,40.15,-103.15,wheat.winter,10,1,1,NA,NA,1,1,333.6,659.437,-325.837,11.96364,32.59679,-7.97563,Loam
3495,3925,0.123,Yes,40.15,-103.15,wheat.winter,11,1,1,NA,NA,1,1,483.4,645.468,-162.068,10.1,32.95001,-10.75148,Loam
2185,2124,-0.0279,No,40.1,-88.9,soybean,1,0,0,NA,NA,1,1,474.4,543.728,-69.328,19.63333,30.07007,7.84272,Loam
3299,3120,-0.0543,No,40.1,-88.9,soybean,1,0,0,NA,NA,1,1,474.4,543.728,-69.328,19.63333,30.07007,7.84272,Loam
3098,3240,0.0458,Yes,40.1,-88.9,soybean,3,0,0,NA,NA,1,1,531.6,534.665,-3.065,19.7,29.80985,6.36663,Loam
2309,2320,0.0048,Yes,40.1,-88.9,soybean,3,0,0,NA,NA,1,1,531.6,534.665,-3.065,19.7,29.80985,6.36663,Loam
2852,2839,-0.0046,No,40.1,-88.9,soybean,5,0,0,NA,NA,1,1,650.3,538.17,112.13,21.01667,29.38872,7.777,Loam
2130,2108,-0.0103,No,40.1,-88.9,soybean,5,0,0,NA,NA,1,1,650.3,538.17,112.13,21.01667,29.38872,7.777,Loam
3045,2951,-0.0309,No,40.1,-88.9,soybean,6,0,0,NA,NA,1,1,520.3,555.246,-34.946,20.01667,31.96114,5.5474,Loam
